2021-04-28 14:51:15	w_4	ta
2021-04-28 14:51:17	w_1	ta
2021-04-28 14:51:22	w_1	tb
2021-04-28 14:51:30	w_3	tb
2021-04-28 14:51:31	w_1	tb
2021-04-28 14:51:33	w_1	tc
2021-04-28 14:51:35	w_4	tc
2021-04-28 14:51:40	w_4	ta
2021-04-28 14:51:46	w_2	tb
2021-04-28 14:51:55	w_4	tc
2021-04-28 14:52:04	w_2	tc
2021-04-28 14:52:09	w_4	tc
2021-04-28 14:52:12	w_4	tc
2021-04-28 14:52:13	w_4	tc
2021-04-28 14:52:14	w_1	tc
2021-04-28 14:52:18	w_2	tc
2021-04-28 14:52:24	w_2	tc
2021-04-28 14:52:26	w_2	tb
2021-04-28 14:52:33	w_3	tb
2021-04-28 14:52:38	w_2	tb
2021-04-28 14:52:39	w_2	tb
2021-04-28 14:52:44	w_4	tc
2021-04-28 14:52:52	w_1	tc
2021-04-28 14:52:57	w_3	tc
2021-04-28 14:53:01	w_4	tc
2021-04-28 14:53:10	w_4	tc
2021-04-28 14:53:14	w_4	tc
2021-04-28 14:53:21	w_1	tc
2021-04-28 14:53:24	w_1	tc
2021-04-28 14:53:29	w_1	tb
2021-04-28 14:53:34	w_1	tb
2021-04-28 14:53:35	w_4	tb
2021-04-28 14:53:44	w_4	tc
2021-04-28 14:53:46	w_4	ta
2021-04-28 14:53:53	w_1	tc
2021-04-28 14:53:59	w_4	tc
2021-04-28 14:54:03	w_3	tc
2021-04-28 14:54:09	w_4	ta
2021-04-28 14:54:11	w_4	ta
2021-04-28 14:54:18	w_4	tc
2021-04-28 14:54:21	w_4	tc
2021-04-28 14:54:25	w_3	tb
2021-04-28 14:54:27	w_4	tc
2021-04-28 14:54:34	w_3	ta
2021-04-28 14:54:37	w_1	ta
2021-04-28 14:54:38	w_2	ta
2021-04-28 14:54:40	w_4	tc
2021-04-28 14:54:43	w_2	tc
2021-04-28 14:54:43	w_4	tb
2021-04-28 14:54:49	w_4	tb
2021-04-28 14:54:52	w_4	tc
2021-04-28 14:54:59	w_4	tb
2021-04-28 14:55:08	w_4	tc
2021-04-28 14:55:17	w_2	tc
2021-04-28 14:55:20	w_2	ta
2021-04-28 14:55:24	w_3	tc
2021-04-28 14:55:31	w_4	tb
2021-04-28 14:55:35	w_3	tc
2021-04-28 14:55:45	w_3	tb
2021-04-28 14:55:49	w_4	tb
2021-04-28 14:55:56	w_4	tc
2021-04-28 14:55:58	w_4	tc
2021-04-28 14:56:07	w_3	tb
2021-04-28 14:56:09	w_2	tc
2021-04-28 14:56:13	w_1	ta
2021-04-28 14:56:15	w_4	ta
2021-04-28 14:56:20	w_4	tc
2021-04-28 14:56:30	w_2	ta
2021-04-28 14:56:32	w_4	tc
2021-04-28 14:56:33	w_4	tc
2021-04-28 14:56:33	w_4	tb
2021-04-28 14:56:34	w_1	tb
2021-04-28 14:56:43	w_2	ta
2021-04-28 14:56:48	w_2	tc
2021-04-28 14:56:51	w_2	tb
2021-04-28 14:56:56	w_4	tc
2021-04-28 14:56:58	w_4	ta
2021-04-28 14:57:03	w_3	ta
2021-04-28 14:57:08	w_1	ta
2021-04-28 14:57:13	w_1	tb
2021-04-28 14:57:17	w_1	tb
2021-04-28 14:57:26	w_1	tb
2021-04-28 14:57:36	w_2	tb
2021-04-28 14:57:44	w_4	tb
2021-04-28 14:57:48	w_4	ta
2021-04-28 14:57:55	w_2	tc
2021-04-28 14:57:59	w_4	tb
2021-04-28 14:58:07	w_4	ta
2021-04-28 14:58:11	w_2	ta
2021-04-28 14:58:16	w_4	tb
2021-04-28 14:58:22	w_4	tc
2021-04-28 14:58:27	w_2	tb
2021-04-28 14:58:30	w_4	ta
2021-04-28 14:58:33	w_3	tc
2021-04-28 14:58:38	w_4	tb
2021-04-28 14:58:42	w_4	tc
2021-04-28 14:58:46	w_4	tb
2021-04-28 14:58:49	w_4	ta
2021-04-28 14:58:59	w_2	tc
2021-04-28 14:59:02	w_4	ta
2021-04-28 14:59:03	w_4	tc
2021-04-28 14:59:09	w_4	tc
2021-04-28 14:59:13	w_3	tc
2021-04-28 14:59:14	w_3	ta
2021-04-28 14:59:22	w_2	tb
2021-04-28 14:59:25	w_2	tc
2021-04-28 14:59:31	w_3	tc
2021-04-28 14:59:33	w_4	tc
2021-04-28 14:59:38	w_1	ta
2021-04-28 14:59:46	w_1	tb
2021-04-28 14:59:55	w_1	tb
2021-04-28 14:59:57	w_4	tb
2021-04-28 15:00:00	w_4	tc
2021-04-28 15:00:04	w_3	tc
2021-04-28 15:00:08	w_3	tc
2021-04-28 15:00:16	w_3	tc
2021-04-28 15:00:24	w_3	tc
2021-04-28 15:00:27	w_4	tc
2021-04-28 15:00:29	w_4	tc
2021-04-28 15:00:38	w_3	tc
2021-04-28 15:00:41	w_4	tc
2021-04-28 15:00:49	w_4	ta
2021-04-28 15:00:53	w_3	tc
2021-04-28 15:00:57	w_1	ta
2021-04-28 15:01:06	w_1	tc
2021-04-28 15:01:08	w_4	tc
2021-04-28 15:01:11	w_4	ta
2021-04-28 15:01:18	w_2	ta
2021-04-28 15:01:28	w_3	tc
2021-04-28 15:01:32	w_3	tc
2021-04-28 15:01:34	w_4	ta
2021-04-28 15:01:38	w_3	tc
2021-04-28 15:01:45	w_2	ta
2021-04-28 15:01:49	w_1	ta
2021-04-28 15:01:59	w_2	tc
2021-04-28 15:02:06	w_2	tc
2021-04-28 15:02:13	w_3	tc
2021-04-28 15:02:22	w_1	ta
